ssp_grouper_id,sub_category_id,parent_title_name,sub_category_name,parent_description,disease_area,category,medicare_apc,anchor_codes
GP03Z,GP034,Colonoscopy,"Therapeutic, mucosal resection","Colonoscopy is a procedure where your doctor uses a long, flexible camera to examine your entire large intestine (colon and rectum). This important screening and diagnostic tool allows your doctor to look for polyps, tumors, inflammation, bleeding sources, and other abnormalities. Before the procedure, you'll prepare your colon by drinking a special cleaning solution to clear it completely. During the procedure, you'll be sedated to keep you comfortable while your doctor gently advances the camera through your colon. If your doctor finds polyps or areas of concern, they can remove tissue samples (biopsies) or remove growths during the same procedure. Most colonoscopies take 15-30 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, simple, diagnostic, complex (eus, biopsy), therapeutic, simple, and therapeutic, mucosal resection.",Gastroenterology,Encounter,5312,45390
GP03Z,GP034,Colonoscopy,"Therapeutic, mucosal resection","Colonoscopy is a procedure where your doctor uses a long, flexible camera to examine your entire large intestine (colon and rectum). This important screening and diagnostic tool allows your doctor to look for polyps, tumors, inflammation, bleeding sources, and other abnormalities. Before the procedure, you'll prepare your colon by drinking a special cleaning solution to clear it completely. During the procedure, you'll be sedated to keep you comfortable while your doctor gently advances the camera through your colon. If your doctor finds polyps or areas of concern, they can remove tissue samples (biopsies) or remove growths during the same procedure. Most colonoscopies take 15-30 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, simple, diagnostic, complex (eus, biopsy), therapeutic, simple, and therapeutic, mucosal resection.",Gastroenterology,Encounter,5312,45390
GP04Z,GP041,Upper endoscopy (EGD),Diagnostic,"Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,"43239, 43247"
GP04Z,GP041,Upper endoscopy (EGD),Diagnostic,"Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,"43239, 43247"
GP04Z,GP042,Upper endoscopy (EGD),"Therapeutic, simple","Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,"43236, 43244, 43245, 43246, 43248, 43249, 43250, 43254, 43255, 43270"
GP04Z,GP042,Upper endoscopy (EGD),"Therapeutic, simple","Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,"43236, 43244, 43245, 43246, 43248, 43249, 43250, 43254, 43255, 43270"
GP04Z,GP043,Upper endoscopy (EGD),"Therapeutic, with endoscopic ultrasound","Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,"43237, 43238, 43242, 43251, 43253, 43259"
GP04Z,GP043,Upper endoscopy (EGD),"Therapeutic, with endoscopic ultrasound","Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,"43237, 43238, 43242, 43251, 43253, 43259"
GP04Z,GP044,Upper endoscopy (EGD),Transmural drainage (pseudocyst),"Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,43240
GP04Z,GP044,Upper endoscopy (EGD),Transmural drainage (pseudocyst),"Upper endoscopy, also called EGD (esophagogastroduodenoscopy), is a procedure where your doctor uses a flexible camera to examine your upper digestive tract. Your doctor looks at your esophagus (food tube), stomach, and the beginning of your small intestine to diagnose or treat problems. Before the procedure, your doctor will numb your throat with a spray to minimize gagging. You'll be sedated to keep you comfortable while your doctor gently advances the camera down your food tube. During the procedure, your doctor can perform various treatments depending on what they find. The procedure typically takes 10-20 minutes, though therapeutic procedures may take longer. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, with eus, ercp variants (sphincterotomy, stent, stone extraction), and transmural drainage (pseudocyst).",Gastroenterology,Encounter,5302,43240
GP05Z,GP051,Hernia repair,Open,"Hernia repair is surgery to fix a hernia, which occurs when an organ or tissue pushes through a weak spot in the surrounding muscle or tissue. Hernias commonly develop in the abdomen, groin, or at the site of previous surgery and can cause pain, enlargement, or risk of dangerous complications. Your surgeon will use mesh or sutures to close the defect and reinforce the weak area to prevent the hernia from returning. Your surgeon may use either open surgery with a larger incision or laparoscopic surgery with smaller incisions. Recovery varies depending on the type of hernia and surgical approach used. After surgery, you'll need to avoid heavy lifting and strenuous activity for several weeks while your incision heals. Most people typically return to normal activities within 4-6 weeks. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gastroenterology,Encounter,5341,"49505, 49507, 49520, 49550, 49553, 49591"
GP05Z,GP051,Hernia repair,Open,"Hernia repair is surgery to fix a hernia, which occurs when an organ or tissue pushes through a weak spot in the surrounding muscle or tissue. Hernias commonly develop in the abdomen, groin, or at the site of previous surgery and can cause pain, enlargement, or risk of dangerous complications. Your surgeon will use mesh or sutures to close the defect and reinforce the weak area to prevent the hernia from returning. Your surgeon may use either open surgery with a larger incision or laparoscopic surgery with smaller incisions. Recovery varies depending on the type of hernia and surgical approach used. After surgery, you'll need to avoid heavy lifting and strenuous activity for several weeks while your incision heals. Most people typically return to normal activities within 4-6 weeks. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gastroenterology,Encounter,5341,"49505, 49507, 49520, 49550, 49553, 49591"
GP05Z,GP052,Hernia repair,Laparoscopic,"Hernia repair is surgery to fix a hernia, which occurs when an organ or tissue pushes through a weak spot in the surrounding muscle or tissue. Hernias commonly develop in the abdomen, groin, or at the site of previous surgery and can cause pain, enlargement, or risk of dangerous complications. Your surgeon will use mesh or sutures to close the defect and reinforce the weak area to prevent the hernia from returning. Your surgeon may use either open surgery with a larger incision or laparoscopic surgery with smaller incisions. Recovery varies depending on the type of hernia and surgical approach used. After surgery, you'll need to avoid heavy lifting and strenuous activity for several weeks while your incision heals. Most people typically return to normal activities within 4-6 weeks. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gastroenterology,Encounter,5341,"49650, 49651"
GP05Z,GP052,Hernia repair,Laparoscopic,"Hernia repair is surgery to fix a hernia, which occurs when an organ or tissue pushes through a weak spot in the surrounding muscle or tissue. Hernias commonly develop in the abdomen, groin, or at the site of previous surgery and can cause pain, enlargement, or risk of dangerous complications. Your surgeon will use mesh or sutures to close the defect and reinforce the weak area to prevent the hernia from returning. Your surgeon may use either open surgery with a larger incision or laparoscopic surgery with smaller incisions. Recovery varies depending on the type of hernia and surgical approach used. After surgery, you'll need to avoid heavy lifting and strenuous activity for several weeks while your incision heals. Most people typically return to normal activities within 4-6 weeks. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gastroenterology,Encounter,5341,"49650, 49651"
GP060,GP060,Image-guided liver biopsy,-,"Image-guided liver biopsy is a procedure where your doctor takes a small sample of liver tissue using a needle guided by ultrasound or CT imaging. This test helps your doctor diagnose liver diseases by examining liver tissue under a microscope. Your doctor will use imaging to guide a biopsy needle to the right spot in your liver while you remain awake. You'll receive local anesthesia to numb the area where the needle enters your skin. The biopsy needle removes a tiny piece of liver tissue that's sent to a lab for analysis. The procedure usually takes 15-30 minutes and generally causes minimal discomfort. After the procedure, you'll rest briefly and receive instructions about limiting activity for a few days while the biopsy site heals.",Gastroenterology,Encounter,5072,47000
GP060,GP060,Image-guided liver biopsy,-,"Image-guided liver biopsy is a procedure where your doctor takes a small sample of liver tissue using a needle guided by ultrasound or CT imaging. This test helps your doctor diagnose liver diseases by examining liver tissue under a microscope. Your doctor will use imaging to guide a biopsy needle to the right spot in your liver while you remain awake. You'll receive local anesthesia to numb the area where the needle enters your skin. The biopsy needle removes a tiny piece of liver tissue that's sent to a lab for analysis. The procedure usually takes 15-30 minutes and generally causes minimal discomfort. After the procedure, you'll rest briefly and receive instructions about limiting activity for a few days while the biopsy site heals.",Gastroenterology,Encounter,5072,47000
GP070,GP070,Sigmoidoscopy,-,"Sigmoidoscopy is a procedure where your doctor uses a flexible camera to examine your sigmoid colon (lower part of your large intestine) and rectum. This procedure helps diagnose problems like inflammation, tumors, polyps, bleeding sources, or infections in your lower colon. Your doctor will perform a bowel preparation with an enema or laxative to clear your colon for better visualization. During the procedure, you'll be awake and may feel mild pressure or cramping as the camera advances. You can usually return to normal activities immediately after sigmoidoscopy, without needing sedation or a driver. If your doctor finds concerning areas, they may take biopsies or recommend additional testing. Sigmoidoscopy examines only your lower colon, unlike colonoscopy which examines your entire large intestine.",Gastroenterology,Encounter,5311,"45330, 45331"
GP070,GP070,Sigmoidoscopy,-,"Sigmoidoscopy is a procedure where your doctor uses a flexible camera to examine your sigmoid colon (lower part of your large intestine) and rectum. This procedure helps diagnose problems like inflammation, tumors, polyps, bleeding sources, or infections in your lower colon. Your doctor will perform a bowel preparation with an enema or laxative to clear your colon for better visualization. During the procedure, you'll be awake and may feel mild pressure or cramping as the camera advances. You can usually return to normal activities immediately after sigmoidoscopy, without needing sedation or a driver. If your doctor finds concerning areas, they may take biopsies or recommend additional testing. Sigmoidoscopy examines only your lower colon, unlike colonoscopy which examines your entire large intestine.",Gastroenterology,Encounter,5311,"45330, 45331"
HP01Z,HP011,Lymph node biopsy,Superficial,"Lymph node biopsy is removal of a lymph node sample for examination under a microscope. Lymph nodes are part of your immune system, and biopsying them can help diagnose infections, cancers, or other conditions. Your doctor will use imaging to locate the lymph node and remove a sample using either a needle or surgical technique. The sample is sent to a laboratory for analysis to determine the cause of your lymph node enlargement. Results help your doctor diagnose your condition and plan appropriate treatment. Lymph node biopsies can be performed on superficial nodes near your skin or deeper nodes requiring surgical access, depending on which nodes are affected. This type of procedure can be performed various ways, including superficial and open, and the cost may vary depending on the specific approach or service provided.",Hematology,Encounter,5091,38505
HP01Z,HP011,Lymph node biopsy,Superficial,"Lymph node biopsy is removal of a lymph node sample for examination under a microscope. Lymph nodes are part of your immune system, and biopsying them can help diagnose infections, cancers, or other conditions. Your doctor will use imaging to locate the lymph node and remove a sample using either a needle or surgical technique. The sample is sent to a laboratory for analysis to determine the cause of your lymph node enlargement. Results help your doctor diagnose your condition and plan appropriate treatment. Lymph node biopsies can be performed on superficial nodes near your skin or deeper nodes requiring surgical access, depending on which nodes are affected. This type of procedure can be performed various ways, including superficial and open, and the cost may vary depending on the specific approach or service provided.",Hematology,Encounter,5091,38505
HP01Z,HP012,Lymph node biopsy,Open,"Lymph node biopsy is removal of a lymph node sample for examination under a microscope. Lymph nodes are part of your immune system, and biopsying them can help diagnose infections, cancers, or other conditions. Your doctor will use imaging to locate the lymph node and remove a sample using either a needle or surgical technique. The sample is sent to a laboratory for analysis to determine the cause of your lymph node enlargement. Results help your doctor diagnose your condition and plan appropriate treatment. Lymph node biopsies can be performed on superficial nodes near your skin or deeper nodes requiring surgical access, depending on which nodes are affected. This type of procedure can be performed various ways, including superficial and open, and the cost may vary depending on the specific approach or service provided.",Hematology,Encounter,5091,"38500, 38525, 38531"
HP01Z,HP012,Lymph node biopsy,Open,"Lymph node biopsy is removal of a lymph node sample for examination under a microscope. Lymph nodes are part of your immune system, and biopsying them can help diagnose infections, cancers, or other conditions. Your doctor will use imaging to locate the lymph node and remove a sample using either a needle or surgical technique. The sample is sent to a laboratory for analysis to determine the cause of your lymph node enlargement. Results help your doctor diagnose your condition and plan appropriate treatment. Lymph node biopsies can be performed on superficial nodes near your skin or deeper nodes requiring surgical access, depending on which nodes are affected. This type of procedure can be performed various ways, including superficial and open, and the cost may vary depending on the specific approach or service provided.",Hematology,Encounter,5091,"38500, 38525, 38531"
JE01Z,JE011,IMRT treatment planning,Basic consultation & dosimetry,"IMRT treatment planning is an outpatient appointment series that prepares you for radiation therapy by mapping the exact radiation dose for your tumor. Your radiation oncologist and medical physicists create a customized plan using imaging and computer calculations. You'll undergo CT scans and possibly other imaging while positioned exactly as you'll be during treatment. The planning process takes several appointments and may take 1-2 weeks. Once planning is complete, your actual radiation treatments begin. This category includes different levels of complexity based on your tumor characteristics. The cost of this procedure may vary depending on the complexity involved. Categories include basic consultation & dosimetry, device/hardware, and complex dosimetry.",Oncology / Radiation Therapy,Encounter,5613,"77300, 77336"
JE01Z,JE011,IMRT treatment planning,Basic consultation & dosimetry,"IMRT treatment planning is an outpatient appointment series that prepares you for radiation therapy by mapping the exact radiation dose for your tumor. Your radiation oncologist and medical physicists create a customized plan using imaging and computer calculations. You'll undergo CT scans and possibly other imaging while positioned exactly as you'll be during treatment. The planning process takes several appointments and may take 1-2 weeks. Once planning is complete, your actual radiation treatments begin. This category includes different levels of complexity based on your tumor characteristics. The cost of this procedure may vary depending on the complexity involved. Categories include basic consultation & dosimetry, device/hardware, and complex dosimetry.",Oncology / Radiation Therapy,Encounter,5613,"77300, 77336"
JE01Z,JE012,IMRT treatment planning,Device/hardware,"IMRT treatment planning is an outpatient appointment series that prepares you for radiation therapy by mapping the exact radiation dose for your tumor. Your radiation oncologist and medical physicists create a customized plan using imaging and computer calculations. You'll undergo CT scans and possibly other imaging while positioned exactly as you'll be during treatment. The planning process takes several appointments and may take 1-2 weeks. Once planning is complete, your actual radiation treatments begin. This category includes different levels of complexity based on your tumor characteristics. The cost of this procedure may vary depending on the complexity involved. Categories include basic consultation & dosimetry, device/hardware, and complex dosimetry.",Oncology / Radiation Therapy,Encounter,5613,77338
JE01Z,JE012,IMRT treatment planning,Device/hardware,"IMRT treatment planning is an outpatient appointment series that prepares you for radiation therapy by mapping the exact radiation dose for your tumor. Your radiation oncologist and medical physicists create a customized plan using imaging and computer calculations. You'll undergo CT scans and possibly other imaging while positioned exactly as you'll be during treatment. The planning process takes several appointments and may take 1-2 weeks. Once planning is complete, your actual radiation treatments begin. This category includes different levels of complexity based on your tumor characteristics. The cost of this procedure may vary depending on the complexity involved. Categories include basic consultation & dosimetry, device/hardware, and complex dosimetry.",Oncology / Radiation Therapy,Encounter,5613,77338
JE01Z,JE013,IMRT treatment planning,Complex dosimetry,"IMRT treatment planning is an outpatient appointment series that prepares you for radiation therapy by mapping the exact radiation dose for your tumor. Your radiation oncologist and medical physicists create a customized plan using imaging and computer calculations. You'll undergo CT scans and possibly other imaging while positioned exactly as you'll be during treatment. The planning process takes several appointments and may take 1-2 weeks. Once planning is complete, your actual radiation treatments begin. This category includes different levels of complexity based on your tumor characteristics. The cost of this procedure may vary depending on the complexity involved. Categories include basic consultation & dosimetry, device/hardware, and complex dosimetry.",Oncology / Radiation Therapy,Encounter,5613,"77295, 77301"
JE01Z,JE013,IMRT treatment planning,Complex dosimetry,"IMRT treatment planning is an outpatient appointment series that prepares you for radiation therapy by mapping the exact radiation dose for your tumor. Your radiation oncologist and medical physicists create a customized plan using imaging and computer calculations. You'll undergo CT scans and possibly other imaging while positioned exactly as you'll be during treatment. The planning process takes several appointments and may take 1-2 weeks. Once planning is complete, your actual radiation treatments begin. This category includes different levels of complexity based on your tumor characteristics. The cost of this procedure may vary depending on the complexity involved. Categories include basic consultation & dosimetry, device/hardware, and complex dosimetry.",Oncology / Radiation Therapy,Encounter,5613,"77295, 77301"
KP010,KP010,Arthrocentesis,-,"An arthrocentesis is an outpatient procedure where your doctor uses a needle to insert fluid into one of your joints, usually your knee, shoulder, hip, or ankle. This is done to inject medication (like a steroid or lubricant) to reduce inflammation and pain, or sometimes to remove fluid from a swollen joint. The procedure takes just a few minutes and is performed in your doctor's office or an outpatient clinic. Your doctor uses ultrasound or other imaging to guide the needle to the exact location inside the joint. You may feel pressure or mild discomfort, but the procedure is not very painful. After the injection, you can usually go home immediately and return to light activities. You should avoid strenuous activity for a day or two while the injection takes effect.",Musculoskeletal,I&S,5441,"20600, 20604, 20605, 20606, 20610, 20611, 20612"
KP010,KP010,Arthrocentesis,-,"An arthrocentesis is an outpatient procedure where your doctor uses a needle to insert fluid into one of your joints, usually your knee, shoulder, hip, or ankle. This is done to inject medication (like a steroid or lubricant) to reduce inflammation and pain, or sometimes to remove fluid from a swollen joint. The procedure takes just a few minutes and is performed in your doctor's office or an outpatient clinic. Your doctor uses ultrasound or other imaging to guide the needle to the exact location inside the joint. You may feel pressure or mild discomfort, but the procedure is not very painful. After the injection, you can usually go home immediately and return to light activities. You should avoid strenuous activity for a day or two while the injection takes effect.",Musculoskeletal,I&S,5441,"20600, 20604, 20605, 20606, 20610, 20611, 20612"
KP03Z,KP031,Cervical disc replacement,Removal/replacement,"A cervical disc replacement is an outpatient surgical procedure where your surgeon removes a damaged disc in your neck and replaces it with an artificial disc that mimics your natural disc's movement. Unlike fusion, which locks vertebrae together, disc replacement preserves motion in your neck. The surgery is performed from the front of your neck and usually takes 1-2 hours. You may go home the same day or stay overnight depending on your surgeon's preference and your condition. You'll wear a neck brace temporarily to support healing. Recovery typically takes 6-12 weeks, and you can often return to normal activities within this timeframe. Physical therapy helps restore strength and motion. The goal is to relieve your pain while maintaining better neck flexibility than fusion would provide. This type of procedure can be performed various ways, including removal/replacement and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5116,
KP03Z,KP031,Cervical disc replacement,Removal/replacement,"A cervical disc replacement is an outpatient surgical procedure where your surgeon removes a damaged disc in your neck and replaces it with an artificial disc that mimics your natural disc's movement. Unlike fusion, which locks vertebrae together, disc replacement preserves motion in your neck. The surgery is performed from the front of your neck and usually takes 1-2 hours. You may go home the same day or stay overnight depending on your surgeon's preference and your condition. You'll wear a neck brace temporarily to support healing. Recovery typically takes 6-12 weeks, and you can often return to normal activities within this timeframe. Physical therapy helps restore strength and motion. The goal is to relieve your pain while maintaining better neck flexibility than fusion would provide. This type of procedure can be performed various ways, including removal/replacement and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5116,
KP03Z,KP032,Cervical disc replacement,Total,"A cervical disc replacement is an outpatient surgical procedure where your surgeon removes a damaged disc in your neck and replaces it with an artificial disc that mimics your natural disc's movement. Unlike fusion, which locks vertebrae together, disc replacement preserves motion in your neck. The surgery is performed from the front of your neck and usually takes 1-2 hours. You may go home the same day or stay overnight depending on your surgeon's preference and your condition. You'll wear a neck brace temporarily to support healing. Recovery typically takes 6-12 weeks, and you can often return to normal activities within this timeframe. Physical therapy helps restore strength and motion. The goal is to relieve your pain while maintaining better neck flexibility than fusion would provide. This type of procedure can be performed various ways, including removal/replacement and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5116,22856
KP03Z,KP032,Cervical disc replacement,Total,"A cervical disc replacement is an outpatient surgical procedure where your surgeon removes a damaged disc in your neck and replaces it with an artificial disc that mimics your natural disc's movement. Unlike fusion, which locks vertebrae together, disc replacement preserves motion in your neck. The surgery is performed from the front of your neck and usually takes 1-2 hours. You may go home the same day or stay overnight depending on your surgeon's preference and your condition. You'll wear a neck brace temporarily to support healing. Recovery typically takes 6-12 weeks, and you can often return to normal activities within this timeframe. Physical therapy helps restore strength and motion. The goal is to relieve your pain while maintaining better neck flexibility than fusion would provide. This type of procedure can be performed various ways, including removal/replacement and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5116,22856
KP04Z,KP041,Hip replacement,Acetabuloplasty,"A hip replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your hip joint and replaces it with artificial components made of metal, plastic, or ceramic. Hip replacement is performed when arthritis or other damage makes your hip painful and stiff. The surgery takes about 1-2 hours, and you may go home the same day or stay overnight. After surgery, you'll use crutches or a walker and begin physical therapy immediately. You can put weight on your new hip right away in most cases. Full recovery typically takes 3-6 months. You'll need to follow activity restrictions for several weeks to protect your new hip. Most patients experience significant pain relief and improved mobility after hip replacement. Your surgeon may perform several variations of this procedure depending on your specific hip damage. This type of procedure can be performed various ways, including acetabuloplasty and partial replacement or revision and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5115,
KP04Z,KP041,Hip replacement,Acetabuloplasty,"A hip replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your hip joint and replaces it with artificial components made of metal, plastic, or ceramic. Hip replacement is performed when arthritis or other damage makes your hip painful and stiff. The surgery takes about 1-2 hours, and you may go home the same day or stay overnight. After surgery, you'll use crutches or a walker and begin physical therapy immediately. You can put weight on your new hip right away in most cases. Full recovery typically takes 3-6 months. You'll need to follow activity restrictions for several weeks to protect your new hip. Most patients experience significant pain relief and improved mobility after hip replacement. Your surgeon may perform several variations of this procedure depending on your specific hip damage. This type of procedure can be performed various ways, including acetabuloplasty and partial replacement or revision and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5115,
KP04Z,KP042,Hip replacement,Partial replacement or revision,"A hip replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your hip joint and replaces it with artificial components made of metal, plastic, or ceramic. Hip replacement is performed when arthritis or other damage makes your hip painful and stiff. The surgery takes about 1-2 hours, and you may go home the same day or stay overnight. After surgery, you'll use crutches or a walker and begin physical therapy immediately. You can put weight on your new hip right away in most cases. Full recovery typically takes 3-6 months. You'll need to follow activity restrictions for several weeks to protect your new hip. Most patients experience significant pain relief and improved mobility after hip replacement. Your surgeon may perform several variations of this procedure depending on your specific hip damage. This type of procedure can be performed various ways, including acetabuloplasty and partial replacement or revision and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5115,
KP04Z,KP042,Hip replacement,Partial replacement or revision,"A hip replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your hip joint and replaces it with artificial components made of metal, plastic, or ceramic. Hip replacement is performed when arthritis or other damage makes your hip painful and stiff. The surgery takes about 1-2 hours, and you may go home the same day or stay overnight. After surgery, you'll use crutches or a walker and begin physical therapy immediately. You can put weight on your new hip right away in most cases. Full recovery typically takes 3-6 months. You'll need to follow activity restrictions for several weeks to protect your new hip. Most patients experience significant pain relief and improved mobility after hip replacement. Your surgeon may perform several variations of this procedure depending on your specific hip damage. This type of procedure can be performed various ways, including acetabuloplasty and partial replacement or revision and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5115,
KP04Z,KP043,Hip replacement,Total,"A hip replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your hip joint and replaces it with artificial components made of metal, plastic, or ceramic. Hip replacement is performed when arthritis or other damage makes your hip painful and stiff. The surgery takes about 1-2 hours, and you may go home the same day or stay overnight. After surgery, you'll use crutches or a walker and begin physical therapy immediately. You can put weight on your new hip right away in most cases. Full recovery typically takes 3-6 months. You'll need to follow activity restrictions for several weeks to protect your new hip. Most patients experience significant pain relief and improved mobility after hip replacement. Your surgeon may perform several variations of this procedure depending on your specific hip damage. This type of procedure can be performed various ways, including acetabuloplasty and partial replacement or revision and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5115,27130
KP04Z,KP043,Hip replacement,Total,"A hip replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your hip joint and replaces it with artificial components made of metal, plastic, or ceramic. Hip replacement is performed when arthritis or other damage makes your hip painful and stiff. The surgery takes about 1-2 hours, and you may go home the same day or stay overnight. After surgery, you'll use crutches or a walker and begin physical therapy immediately. You can put weight on your new hip right away in most cases. Full recovery typically takes 3-6 months. You'll need to follow activity restrictions for several weeks to protect your new hip. Most patients experience significant pain relief and improved mobility after hip replacement. Your surgeon may perform several variations of this procedure depending on your specific hip damage. This type of procedure can be performed various ways, including acetabuloplasty and partial replacement or revision and total, and the cost may vary depending on the extent of the procedure.",Musculoskeletal,Encounter,5115,27130
