ssp_grouper_id,category,parent_title_name,disease_area,pos,shoppability,medicare_apc,parent_description
KP19Z,Encounter,Non-surgical shoulder fracture treatment,Musculoskeletal,OP,3.13,5112,"Non-surgical shoulder fracture treatment is an outpatient procedure where your doctor treats your broken shoulder bone without surgery using a sling or immobilizer. Your doctor will take X-rays to determine which shoulder bone is broken and assess the fracture pattern. If the fracture is stable and not severely displaced, surgery is often not necessary. You'll wear a sling to immobilize your shoulder and reduce pain. You'll avoid strenuous arm activities and heavy lifting during healing. Ice and pain medication help manage discomfort. Periodic X-rays monitor healing progress. Physical therapy, starting gently and progressing gradually, helps restore your shoulder strength and motion. Full healing typically takes 6-12 weeks. Some shoulder fractures may need the bones repositioned before immobilization to ensure proper alignment. The cost of this procedure may vary depending on whether your doctor needs to manually reposition (manipulate) the bone fragments into proper alignment, or whether the fracture can heal in its current position without manipulation."
KP200,Encounter,Non-surgical spine fracture treatment,Musculoskeletal,OP,4.50,5111,"Non-surgical spine fracture treatment is an outpatient procedure where your doctor treats your broken vertebra without surgery. Many spine fractures, particularly compression fractures or simple fractures without nerve involvement, can heal without surgery. Your doctor will take X-rays or CT (computed tomography) scans to determine the fracture location and assess for nerve damage. You'll wear a back brace to immobilize your spine and reduce pain. You'll need to avoid bending, twisting, and heavy lifting during healing. Ice and pain medication help manage discomfort. Your doctor will monitor your healing with periodic imaging. Physical therapy helps maintain your strength. You should report any new or worsening numbness, weakness, or bowel/bladder problems immediately. Most spine fractures typically heal in 8-12 weeks. Your doctor will assess whether the fracture is stable enough to avoid surgery."
KP22Z,Encounter,Non-surgical thigh (femur) fracture treatment,Musculoskeletal,OP,2.68,5112,"Non-surgical thigh fracture treatment is an outpatient procedure where your doctor treats your broken thighbone (femur) without surgery. However, most thighbone fractures do require surgery because the femur is a large bone that needs precise alignment to heal properly and support weight-bearing. If your fracture is truly stable and non-displaced, your doctor might treat it with traction or bed rest. You'll use crutches or a walker and avoid weight-bearing on the injured leg. Pain medication and ice help manage discomfort. Your doctor will monitor your healing closely with periodic X-rays. Physical therapy is crucial to prevent blood clots and maintain strength in your other leg and upper body. Most thighbone fractures eventually require surgery if conservative treatment doesn't result in proper healing. Recovery without surgery is slow and may take several months. Some thighbone fractures may need manipulation to adjust bone alignment before immobilization. The cost of this procedure may vary depending on whether your doctor needs to manually reposition (manipulate) the bone fragments into proper alignment, or whether the fracture can heal in its current position without manipulation."
KP23Z,Encounter,Non-surgical tibia fracture treatment,Musculoskeletal,OP,3.32,5111,"Non-surgical tibia fracture treatment is an outpatient procedure where your doctor treats your broken shinbone (tibia) without surgery. Your doctor will take X-rays to determine the fracture type and severity. If the break is stable and properly aligned, surgery may not be necessary. You'll wear a cast or walking boot to immobilize your shin and allow healing. You'll need to avoid weight-bearing or only partially bear weight as directed for several weeks, using crutches if necessary. Ice and elevation help manage swelling and pain. Periodic X-rays monitor healing progress. Physical therapy helps restore your strength and motion once healing is underway. Full healing typically takes 8-16 weeks depending on fracture severity and location. Some tibia fractures may need the bones manipulated into proper position before casting. The cost of this procedure may vary depending on whether your doctor needs to manually reposition (manipulate) the bone fragments into proper alignment, or whether the fracture can heal in its current position without manipulation."
KP24Z,Encounter,Non-surgical wrist fracture treatment,Musculoskeletal,OP,1.65,5112,"Non-surgical wrist fracture treatment is an outpatient procedure where your doctor treats your broken wrist bones without surgery using a cast or brace. Your doctor will take X-rays to determine which wrist bones are broken and assess the fracture pattern. If the fracture is stable and properly aligned, surgery is usually not necessary. You'll typically wear a cast or brace to immobilize your wrist for 4-8 weeks. You'll need to keep your wrist elevated and use ice to manage swelling and pain. You should avoid heavy gripping and strenuous hand activities during healing. Pain medication helps manage discomfort. Periodic X-rays monitor healing progress. Physical therapy helps restore your wrist strength and motion once the cast is removed. Full healing typically takes 8-12 weeks. Some wrist fractures may need the bones repositioned before casting to ensure proper alignment. The cost of this procedure may vary depending on whether your doctor needs to manually reposition (manipulate) the bone fragments into proper alignment, or whether the fracture can heal in its current position without manipulation."
KP250,Encounter,Lumbar spine fusion,Musculoskeletal,OP,4.00,5117,"A lumbar spine fusion is an outpatient surgical procedure where your surgeon removes a damaged disc and fuses two or more vertebrae in your lower back together using bone graft material. This stabilizes your spine and relieves pressure on your spinal nerves that may be causing pain. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll have restrictions on bending, twisting, and lifting for several weeks while your spine heals. Physical therapy helps restore your strength and flexibility. You should expect 4-6 weeks of limited activity before returning to light duty, and 3-6 months before returning to strenuous activities. Most patients experience significant pain relief after the procedure. You may feel some initial fatigue as your body heals. Your fusion restricts motion slightly but provides long-term stability and pain relief."
KP260,Encounter,ACL repair / reconstruction,Musculoskeletal,OP,4.50,5114,"An ACL repair or reconstruction is an outpatient surgical procedure where your surgeon repairs or rebuilds your anterior cruciate ligament (ACL), one of the major ligaments that stabilizes your knee. A torn ACL causes instability, pain, and difficulty with activities. Your surgeon will either repair the torn ligament or reconstruct it using a graft from your own tissue (hamstring or patellar tendon) or donor tissue. The procedure takes 1-2 hours, and you typically go home the same day or stay overnight. You'll use crutches for several weeks and begin physical therapy immediately. Full recovery typically takes 4-6 months minimum and often longer for athletes returning to sports. You'll have specific restrictions on twisting and pivoting movements during healing. Physical therapy is essential for success. Most patients return to full function and activity after ACL reconstruction."
KP270,Encounter,Surgical ankle repair,Musculoskeletal,OP,3.50,5113,"A surgical ankle repair is an outpatient procedure where your surgeon repairs damaged ligaments, tendons, or bones in your ankle. Ankle injuries like ligament tears, syndesmotic injuries, or small fractures often need surgical repair for stability. Your surgeon will use sutures, anchors, or other techniques to repair the damaged structures. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll wear a cast or boot and use crutches for several weeks while you heal. Physical therapy begins once your doctor clears it and helps restore your ankle strength and balance. You'll need to be patient with gradual return to activities to avoid re-injury. Most patients achieve good functional outcomes and return to their desired activities."
KP280,Encounter,Ankle replacement,Musculoskeletal,OP,4.50,5117,"An ankle replacement is an outpatient surgical procedure where your surgeon removes damaged bone surfaces from your ankle joint and replaces them with artificial components. Ankle replacement is performed when severe arthritis has damaged your ankle beyond repair. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll wear a cast or boot and use crutches for 4-6 weeks while you heal. Unlike ankle fusion, which locks the joint, ankle replacement preserves some motion. Physical therapy helps you restore strength and learn to use your new ankle. Full recovery typically takes 3-6 months. You may have some restrictions on high-impact activities like running, but you should be able to return to most normal activities. Your new ankle should provide pain relief and improved function compared to a damaged arthritic ankle."
KP31Z,Encounter,Surgical hip fracture repair,Musculoskeletal,OP,1.00,5114,"A surgical hip fracture repair is an outpatient procedure where your surgeon uses open reduction internal fixation (ORIF) or arthroscopic techniques to repair your broken hip with surgical hardware like plates, screws, or rods. Hip fractures usually require surgery to heal properly and allow early weight-bearing. Your surgeon will position the bone pieces correctly and secure them with hardware. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll begin physical therapy immediately to prevent blood clots and maintain strength. You can typically begin putting weight on your hip right away in most cases. You'll have regular follow-up X-rays to confirm healing. This type of procedure can be performed various ways, including open reduction and internal fixation (orif) and arthroscopic, and the cost may vary depending on the specific approach or service provided."
KP320,Encounter,Surgical knee repair (knee arthroscopy),Musculoskeletal,OP,4.50,5113,"A surgical knee repair is an outpatient procedure where your surgeon repairs damaged cartilage, ligaments, tendons, or other structures in your knee using arthroscopic or open surgical techniques. Knee injuries like meniscal tears, ligament tears, or cartilage damage can cause pain and instability. Your surgeon will assess your knee and perform the necessary repairs. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll use crutches and wear a brace for several weeks while you heal. Physical therapy begins immediately and is crucial for success. You'll have specific activity restrictions during healing to protect your repair. Most patients return to their desired activities with proper rehabilitation."
KP33Z,Encounter,Shoulder arthroscopy,Musculoskeletal,OP,4.50,5113,"A surgical shoulder repair is an outpatient procedure where your surgeon repairs damaged shoulder structures using arthroscopic (minimally invasive) or open surgical techniques. Shoulder injuries like rotator cuff tears, labral tears, or impingement can cause pain and loss of function. Your surgeon will assess your shoulder and perform the necessary repairs. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll typically wear a sling and avoid strenuous activities for 4-6 weeks while you heal. Physical therapy is essential and begins soon after surgery, progressing gradually from gentle motion to strengthening exercises. You'll have specific restrictions during healing. Your surgeon may perform arthroscopic repair through small incisions or use larger open incisions depending on your injury severity. This type of procedure can be performed various ways, including arthroscopic decompression/debridement and arthroscopic repair, and the cost may vary depending on the specific approach or service provided."
KP34Z,Encounter,Shoulder replacement,Musculoskeletal,OP,4.47,5115,"A shoulder replacement is an outpatient surgical procedure where your surgeon removes damaged bone and cartilage from your shoulder joint and replaces it with artificial components made of metal and plastic. Shoulder replacement is performed when arthritis or severe injury has damaged your shoulder joint. The procedure takes 1-2 hours, and you may go home the same day or stay overnight. You'll wear a sling and have restrictions on arm movement for several weeks. Physical therapy begins soon after surgery and progresses gradually from gentle motion to strengthening. Full recovery typically takes 3-6 months. You'll need patience with your rehabilitation as aggressive therapy too early can cause problems. Your surgeon may perform partial replacement if only part of the shoulder is damaged, or total replacement if the entire joint needs replacing. This type of procedure can be performed various ways, including partial and total, and the cost may vary depending on the extent of the procedure."
KP350,Encounter,Trigger point injection,Musculoskeletal,OP,5.00,5441,"A trigger point injection is an outpatient procedure where your doctor injects medication directly into a trigger point, a tight, knotted muscle that's causing pain. Trigger points develop from muscle overuse, stress, or injury. Your doctor will palpate (feel) your muscle to locate the trigger point, then inject a local anesthetic and sometimes a steroid to relax the muscle and reduce inflammation. The injection takes just a few minutes. You may feel soreness for a day or two after the injection. Most patients experience pain relief within a few days to a week. You should avoid strenuous activity for a day or two after the injection. Trigger point injections often work best in combination with physical therapy, stretching, and other pain management techniques. Multiple injections over time may be needed for lasting relief."
KP36Z,Encounter,Vertebral compression fracture treatment,Musculoskeletal,OP,4.31,5113,"A vertebral compression fracture treatment is an outpatient procedure where your surgeon uses either vertebroplasty or kyphoplasty to repair a broken vertebra caused by osteoporosis, cancer, or trauma. These fractures cause severe pain and loss of height. Your surgeon injects cement into the fractured vertebra to stabilize it and relieve pain. The procedure takes 30-60 minutes per vertebra, and you may go home the same day. You can return to light activities within a day or two, though you should avoid strenuous activity for several weeks. Pain relief is often immediate. Your surgeon may perform vertebroplasty, where cement is injected into the fracture, or kyphoplasty, where a balloon is inflated to restore vertebral height before cementing. This type of procedure can be performed various ways, including vertebroplasty and kyphoplasty, and the cost may vary depending on the specific approach or service provided."
KP40Z,Encounter,Carpal tunnel release,Musculoskeletal,OP,4.50,5431,"Carpal tunnel release is outpatient surgery that relieves pressure on the median nerve in your wrist, the nerve responsible for carpal tunnel syndrome. When this nerve is squeezed, you may feel numbness, tingling, weakness, or pain in your hand and fingers. Your surgeon numbs the area with local anesthesia, then cuts the tight band of tissue pressing on the nerve, giving it more room. Relieving the pressure allows the nerve to recover, and many people notice their tingling and night-time symptoms improve soon afterward. You go home the same day and gradually return to using your hand as it heals."
L003Z,I&S,Pathology / tissue analysis,Lab / Pathology,OP,2.00,5731,"Pathology testing where a tissue sample is removed and examined under a microscope in a laboratory to diagnose diseases, especially cancer. A pathologist (a doctor specializing in examining tissues) analyzes your sample at different levels of detail and complexity. The sample might come from a biopsy, where a small piece of tissue is removed, or from tissue removed during surgery. Pathologists examine the cells to determine if cancer or other disease is present and to understand the severity and characteristics of any disease found. Different levels of testing range from simple examination to highly complex analysis using special stains and genetic testing. Results guide your treatment decisions and doctors' understanding of your condition. Four different complexity levels of testing exist depending on what information your doctor needs. The cost of this procedure may vary depending on the complexity involved. Categories include level i/ii, level iii/iv, level v, and level vi."
NE01Z,I&S,Sleep study (polysomnography),Neurology,OP,4.50,5723,"A sleep study, also known as a polysomnography, is a test that monitors your brain waves, heart rate, breathing, oxygen levels, and movements while you sleep to diagnose sleep disorders like sleep apnea or narcolepsy. Technicians attach sensors and monitors to your body that record data throughout the night without pain or discomfort. The study can be done at a sleep lab facility or in some cases at your home with portable equipment. Results help your doctor understand what's happening during your sleep and determine the right treatment for you. You'll receive a detailed report showing your sleep patterns and any interruptions. Different types of sleep studies vary in complexity and setting, from simple home monitoring to comprehensive lab-based testing. The cost of this procedure may vary depending on the complexity involved. Categories include home sleep testing, limited parameters, home sleep testing, standard parameters, in-lab polysomnography, simple (<4 parameters), and in-lab polysomnography, complex."
NE020,I&S,SNS device programming,Neurology,OP,5.00,5742,"SNS device programming is an outpatient appointment where your doctor adjusts the settings on your sacral neuromodulation device to optimize pain relief or symptom control. Using a wireless programmer, your doctor can change the electrical pulse intensity, frequency, and pattern without needing surgery. You'll work together to find the settings that provide the best symptom relief with minimal side effects. Programming sessions usually take 30-60 minutes and may need to be repeated as your condition changes. You can make small adjustments at home using a patient programmer if your device allows it. Regular follow-up appointments ensure your device continues to work effectively for your needs."
NM01Z,I&S,Nerve block injection,Neurology,OP,4.50,5442,"A nerve block is an injection of medication near a specific nerve or group of nerves to relieve pain. It can calm pain from conditions such as back or nerve pain, or provide numbing for a procedure. Your doctor cleans the skin and often uses imaging, such as X-ray or ultrasound, to guide the needle precisely to the target nerve. The injection usually contains a local anesthetic to numb the area and sometimes a steroid to reduce inflammation. You feel a brief prick and some pressure. Depending on the type, relief can begin within minutes and last from hours to weeks. A nerve block can reduce your pain, lower your need for other pain medication, and help you move and function more comfortably."
NP010,Encounter,Cranial neurostimulator implantation,Neurology,OP,2.50,5465,"A cranial neurostimulator is a small device implanted under your scalp that delivers electrical impulses to help manage chronic pain or neurological conditions. Your surgeon makes a small incision, positions the device, and connects it to electrodes placed on nerves in your head or brain. The device is then programmed to send gentle electrical signals that can reduce pain or improve symptoms. This outpatient procedure typically takes 1-2 hours under general anesthesia. You'll be able to go home the same day or after a brief recovery period. After surgery, you may need adjustments to the device settings as your body heals and adapts."
NP020,Encounter,Intrathecal pump implantation,Neurology,OP,4.50,5471,"An intrathecal pump is a device that delivers pain medication or other drugs directly into the fluid surrounding your spinal cord, which can reduce the amount of medication needed. Your surgeon implants a small pump under your skin, usually in your abdomen, and places a thin catheter that runs to the area around your spinal cord. This targeted delivery method can provide better pain control with fewer side effects than taking medications by mouth. The procedure is performed as outpatient surgery under general anesthesia and typically takes 1-2 hours. You can usually return home the same day after recovery. Regular refills and programming adjustments will be needed to maintain your treatment."
NP03Z,Encounter,SNS device insertion,Neurology,OP,4.50,5464,"Sacral neuromodulation (SNS) is a treatment where a small device is implanted near your sacral nerves to send electrical pulses that help control bladder, bowel, or pain issues. The procedure involves placing an electrode near these nerves and connecting it to a pulse generator (battery pack) under your skin. Before permanent implantation, you may have a trial period with temporary leads to confirm the treatment works for you. The outpatient implantation typically takes 1-2 hours under general anesthesia. You can return home the same day with careful activity restrictions while healing. The device can be adjusted or removed if needed, and battery replacement is required every few years. This type of procedure can be performed various ways, including revision/removal, implantation, electrode array, and implantation, pulse generator / definitive, and the cost may vary depending on the specific approach or service provided."
NP04Z,Encounter,Spinal cord stimulator implantation,Neurology,OP,4.50,5465,"A spinal cord stimulator is a device that sends mild electrical pulses to your spinal cord to block or reduce chronic pain signals before they reach your brain. Your surgeon places electrodes near your spinal cord and connects them to a pulse generator implanted under your skin, usually near your buttock or abdomen. You'll likely have a trial period with temporary leads to confirm the device will help your pain before permanent implantation. The outpatient procedure takes 1-3 hours depending on complexity, and you can usually go home the same day. Recovery typically takes 1-2 weeks before you can resume normal activities. The device requires periodic programming adjustments and battery replacement every few years. The cost of this procedure may vary depending on the complexity involved. Categories include revision/removal, trial/temporary electrodes, simple, trial/temporary electrodes, plate/paddle, and implantation, pulse generator / definitive."
OP52Z,Encounter,Inpatient delivery,Obstetrics,IP,4.00,807,"Inpatient delivery is a hospitalization that covers your delivery at the hospital, where your baby is born and you receive comprehensive labor and delivery care. You'll be admitted when labor begins or when your doctor schedules your delivery. Your medical team monitors you and your baby throughout labor, manages pain as needed, and assists with delivery. After delivery, you'll stay in the hospital for recovery and to ensure both you and your baby are healthy. This type of delivery can occur various ways, including vaginal delivery (including VBAC) or cesarean section, and the cost may vary depending on the method of delivery."
PE01Z,I&S,Pulmonary function testing,Pulmonology,OP,4.99,5723,"Pulmonary function testing measures how well your lungs work, including how much air they hold and how quickly you can move air in and out. These breathing tests help diagnose and monitor conditions such as asthma, chronic obstructive pulmonary disease (COPD), and other lung problems. During the test, you breathe into a mouthpiece connected to a machine and follow simple coaching, such as taking a deep breath and blowing out as hard and fast as you can. Some tests measure your lung volumes, check how your airways respond to a medication, or track your breathing during light exercise. The tests are painless and non-invasive, take about 30 to 90 minutes depending on how many are done, and give your doctor a clear picture of your lung health."
PP01Z,Encounter,Bronchoscopy,Pulmonology,OP,3.50,5154,"A bronchoscopy allows your doctor to visualize your airways using a thin, flexible camera to diagnose or treat lung problems. Your pulmonologist passes the bronchoscope through your mouth or nose into your lungs. The procedure typically takes 15-45 minutes under light sedation. This category includes diagnostic scopes to visualize airways, diagnostic with biopsy to collect tissue samples, and therapeutic procedures using lasers, stents, or heat treatment. You go home the same day after recovery from sedation. Your throat may feel sore temporarily. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, diagnostic, with biopsy, therapeutic, simple, therapeutic with ebus-guidance, and therapeutic with bronchial thermoplasty."
PP03Z,Encounter,Vena cava filter placement,Pulmonology,OP,3.51,5183,"Vena cava filter placement is an outpatient procedure that places a small metal filter in the large vein carrying blood to your heart (vena cava) to prevent blood clots from traveling to your lungs. Your radiologist uses imaging guidance to position the filter through a small catheter inserted in a vein. The procedure takes about 30-60 minutes under local anesthesia. You go home the same day. This category includes filter insertion (permanent or temporary) and filter retrieval when the filter needs to be removed because it's no longer needed. This type of procedure can involve either insertion of a new device or retrieval of an existing one, and the cost may vary depending on the specific service performed."
QP01Z,Encounter,Laryngoscopy,"Ear, Nose & Throat",OP,4.86,5151,"Laryngoscopy uses a specialized scope to visualize your voice box (larynx) for diagnosis or treatment of voice, throat, or breathing problems. The procedure may be diagnostic (to identify the cause of hoarseness, throat pain, or breathing difficulty) or therapeutic (to remove polyps, nodules, or treat other conditions). Your doctor can perform laryngoscopy using a flexible scope (less invasive) or rigid scope (allowing more treatment options). The procedure is relatively quick, minimally uncomfortable, and provides valuable information about laryngeal health."
QP03Z,Encounter,Tonsillectomy,"Ear, Nose & Throat",OP,4.50,5164,"A tonsillectomy is surgical removal of your tonsils (lymph tissue at the back of your throat) to treat recurrent infections, severe obstructive sleep apnea, or other problems. Your ENT surgeon removes both tonsils under general anesthesia. The procedure reduces throat infections and may improve sleep quality and breathing. Recovery typically takes one to two weeks with pain, difficulty swallowing, and activity restrictions. This type of procedure can be performed on both adults and children, and the cost may vary depending on the patient's age group."
QP090,I&S,Cerumen (earwax) removal,"Ear, Nose & Throat",OP,5.00,5733,"Earwax removal is a quick office procedure to clear a buildup of earwax (cerumen) that is blocking your ear canal or affecting your hearing. Earwax normally protects the ear, but sometimes it hardens or builds up enough to cause muffled hearing, fullness, discomfort, or ringing. Your doctor or nurse examines your ear and removes the wax using one or more gentle methods, such as softening drops, flushing with warm water, gentle suction, or small instruments used under direct view. You may feel some water or pressure, but the process is usually painless. Clearing the wax often brings immediate relief and restores clearer hearing, and the whole visit typically takes only a few minutes."
R0020,Encounter,Audiological testing,Radiology,OP,5.00,5721,"Audiological testing measures your hearing ability and identifies any hearing loss. During this outpatient exam, you'll sit in a soundproof booth and listen to tones at different volumes and frequencies, raising your hand when you hear sounds. Your doctor may also perform speech recognition tests and check how your eardrums respond to sound. Results help determine if you have hearing loss, what type it is, and whether you need hearing aids or other treatment. The tests are painless and take 30-60 minutes."
R003Z,I&S,CT scan,Radiology,OP,3.24,5522,"A CT (computed tomography) scan creates detailed cross-sectional images of your body to diagnose conditions like cancer, infections, injuries, or organ disease. This outpatient procedure uses X-rays and computer processing to build precise pictures. Depending on what your doctor is evaluating, you may receive contrast dye (through IV, mouth, or enema) to highlight specific areas and improve image clarity. You'll lie still on a table that slides through the scanner for 5-10 minutes. The procedure is painless and you go home immediately after. The cost of this procedure may vary depending on the imaging protocol used. Options include without contrast, with contrast, with and without contrast, breast ct, and bone density study."
R004Z,I&S,CT angiography,Radiology,OP,1.78,5572,"A CT angiography visualizes blood vessels throughout your body by combining CT imaging with contrast dye injected through an IV. This outpatient test creates detailed 3D images showing blood flow and detecting blockages, aneurysms, clots, or other vascular problems. The procedure takes only 5-10 minutes and is completely painless. Results help your doctor plan treatment, assess surgical risk, or diagnose urgent conditions. You'll return home the same day with no recovery time. This type of procedure can be performed various ways, including calcium score/screening, coronary/cardiac cta, and non-cardiac cta, and the cost may vary depending on the specific approach or service provided."
R0050,I&S,Dual-Energy X-ray Absorptiometry (DEXA) scan,Radiology,OP,5.00,5522,"A DEXA scan measures bone mineral density to diagnose osteoporosis and predict fracture risk. This quick outpatient test uses low-dose X-rays to scan your hip, spine, and sometimes forearm. You simply lie on a padded table while a scanner passes over these areas, the entire procedure takes only 10-30 minutes and is completely painless. Results show how your bone density compares to healthy young adults, helping your doctor recommend treatment if needed. You go home immediately with no recovery required."
R0060,I&S,Echocardiogram,Radiology,OP,4.50,5524,"An echocardiogram uses ultrasound waves to create detailed moving images of your heart's structure and function. During this painless outpatient test, a technician moves a small probe across your chest and captures images showing how your heart chambers pump and your valves work. The procedure takes 20-40 minutes and produces real-time video your doctor can analyze immediately. Echocardiograms detect heart damage, valve problems, fluid around the heart, and other conditions. You go home the same day with no recovery time."
R0080,I&S,Mammogram,Radiology,OP,4.50,,"A mammogram is a specialized X-ray of your breast tissue to screen for cancer or evaluate suspicious lumps. During this quick outpatient test, your breast is gently compressed between two plates while X-rays capture images from different angles, usually taking less than 15 minutes. Compression can feel uncomfortable but brief. Standard screening mammograms detect early cancers before symptoms appear, while diagnostic mammograms evaluate specific concerns. Results are typically available within days, and you go home immediately after the test."
R0090,I&S,Myocardial perfusion imaging (MPI),Radiology,OP,5.00,5593,"Myocardial perfusion imaging (MPI) shows how well blood flows through your heart muscle. During this outpatient test, you receive a small injection of radioactive tracer and rest for 15-20 minutes, then return for imaging scans. You may also undergo stress testing (exercise or medication) and repeat imaging to compare blood flow at rest versus exertion. The entire process takes 2-4 hours and is painless. Results help your doctor identify areas of poor blood flow or previous heart damage. You go home the same day with no radiation side effects."
R010Z,I&S,MRA (magnetic resonance angiography),Radiology,OP,3.68,5572,"An MR angiography visualizes blood vessels throughout your body using magnetic resonance imaging without radiation. This outpatient procedure creates detailed 3D images showing blood flow and detecting blockages, aneurysms, or narrowing. Depending on the study, your doctor may inject contrast dye through an IV to enhance vessel visibility. You lie still in the MRI scanner for 20-45 minutes while magnetic fields and radio waves create images. The procedure is completely painless. You go home immediately with no recovery time. The cost of this procedure may vary depending on the imaging protocol used. Options include without contrast and with contrast."
R0110,I&S,MR elastography (MRE),Radiology,OP,4.50,5523,"An MR elastography measures tissue stiffness to detect organ disease like liver fibrosis. This specialized outpatient MRI creates maps showing tissue elasticity, stiffer tissue indicates disease. You lie still in the MRI scanner while vibrations are applied and images captured. The procedure takes 20-30 minutes and is painless. Results help your doctor assess liver damage severity, monitor disease progression, or guide treatment decisions without requiring invasive biopsy. You go home immediately with no recovery needed."
R013Z,I&S,MRI scan,Radiology,OP,4.50,5523,"An MRI (magnetic resonance imaging) scan creates detailed internal images of your body using magnetic fields and radio waves, no radiation exposure. This outpatient procedure excels at imaging soft tissues, organs, and the brain. You lie still in the MRI scanner for 20-60 minutes while hearing loud knocking sounds. Depending on your doctor's questions, contrast dye may be injected through an IV to highlight certain structures. The procedure is painless. Results accurately diagnose tumors, infections, injuries, or neurological conditions. You go home immediately with no side effects. The cost of this procedure may vary depending on the imaging protocol used. Options include without contrast and with contrast."
R0140,I&S,MR spectroscopy,Radiology,OP,4.00,5521,"An MR spectroscopy analyzes the chemical composition of tissue to detect disease at a molecular level. This specialized outpatient MRI provides information about tissue metabolism and biochemistry, going beyond standard structure imaging. It's particularly useful for evaluating brain tumors, neurological disorders, or muscle disease. You lie still in the MRI scanner for 30-60 minutes while specialized sequences are acquired. The procedure is painless and non-invasive. Results guide diagnosis and treatment planning. You go home immediately with no recovery time."
R0150,I&S,PET scan,Radiology,OP,4.50,5594,"A PET (positron emission tomography) scan visualizes metabolic activity in your body to detect cancer, heart disease, or neurological conditions. During this outpatient test, you receive a small injection of radioactive tracer that accumulates in areas with abnormal metabolic activity. After waiting 30-60 minutes, you lie in the PET scanner for 20-30 minutes. Results show exactly where disease is present and how active it is. This information guides diagnosis, treatment planning, and monitoring. You go home the same day with no side effects from the minimal radiation exposure."
R016Z,I&S,Quantitative MRI,Radiology,OP,3.50,1511,"A quantitative MRI precisely measures tissue properties like water content and molecular composition. This specialized outpatient MRI goes beyond standard imaging to provide quantitative data about tissue health. Different protocols assess brain changes, tissue composition, or organ function. You lie still in the MRI scanner for 30-60 minutes. Results help track disease progression, monitor treatment response, or detect subtle abnormalities early. The procedure is painless and non-invasive. You go home immediately with no recovery needed. The cost of this procedure may vary depending on the body part being examined or treated. Categories include brain (longitudinal comparison) and body tissue composition."
R017Z,I&S,Ultrasound,Radiology,OP,4.67,5522,"An ultrasound uses high-frequency sound waves to create real-time images of internal organs, tissues, and blood flow. This painless outpatient test requires no radiation and no needles. A technician applies gel to your skin and moves a small probe, instantly showing images on a screen. The procedure takes 15-45 minutes depending on what's being evaluated. Ultrasound safely evaluates pregnancy, organs, blood vessels, joints, and soft tissues. Results guide diagnosis and treatment planning. You go home immediately and can resume all activities. This type of procedure can be performed various ways, including prenatal, standard, and vascular / doppler duplex, and the cost may vary depending on the specific approach or service provided."
R019Z,I&S,X-ray,Radiology,OP,3.76,5521,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast."
R020Z,I&S,Cardiac PET scan,Radiology,OP,3.50,1522,"A cardiac PET scan uses special imaging technology to create detailed pictures of your heart and check how well it's working. During this outpatient procedure, you'll receive a small amount of radioactive tracer through an IV, then lie still in the scanner for about 20-30 minutes. The scanner detects the tracer's signals to show your doctor blood flow and heart function. This test helps identify areas of poor blood flow or damaged heart tissue. There's minimal radiation exposure, and most people return home the same day with no recovery time needed."
R021Z,I&S,Cardiac function testing,Radiology,OP,3.58,5733,"A cardiac function testing evaluates how effectively your heart pumps and circulates blood. Your doctor uses these results to diagnose heart problems, check medication effectiveness, or clear you for surgery. The tests are painless, non-invasive, and typically take 30-60 minutes. You'll return home the same day feeling completely normal. This type of procedure can be performed various ways, including ecg and functional cardiac testing, and the cost may vary depending on the specific approach or service provided."
R0220,I&S,Parathyroid scan,Radiology,OP,4.50,5592,"A parathyroid scan locates overactive parathyroid glands that control calcium levels in your body. During this outpatient test, you'll receive a small injection of radioactive tracer and then have imaging scans taken about 2-3 hours later. The tracer accumulates in overactive parathyroid tissue, allowing your doctor to pinpoint exactly where the problem is. This information guides treatment decisions, whether medical or surgical. The procedure is painless, safe, and you'll go home the same day."
